row,era,anchor_volume,anchor_doc,anchor_url,anchor_snippet,neighbor_volume,neighbor_doc,neighbor_url,neighbor_snippet,verdict (good / moderate / garbage),note
29,pre-1900,frus1861,d206,https://history.state.gov/historicaldocuments/frus1861/d206,"Mr. Seward to Mr. Wood . No. 3.] Department of State , Washington , May 6, 1861 . Sir : Herewith I transmit a copy of a despatch of the 24th ultimo, which has been addressed to the several ministers of the United States accredited to the maritime powers whose plenipotentiaries composed the congress at Paris of the 16th of April, 1856, calling their attention to the importance of endeavoring to negotiate with those powers conventions upon the subject of the rights of belligerents and neutrals in time of war. The government of Denmark was not represented in the Paris congress; but the negotiatio",frus1861,d25,https://history.state.gov/historicaldocuments/frus1861/d25,"Mr. Seward to Mr. Sanford . No. 4.] Department of State , Washington , May 6, 1861 . Sir : Herewith I transmit a copy of a despatch of the 24th ultimo, which has been addressed to the several ministers of the United States accredited to the maritime powers whose plenipotentiaries composed the congress of Paris of the 16th April, 1856, calling their attention to the importance of endeavoring to negotiate with those powers conventions upon the subject of the rights of belligerents and neutrals in time of war. The government of Belgium was not represented in the Paris congress; but the negotiatio",,
30,pre-1900,frus1861,d66,https://history.state.gov/historicaldocuments/frus1861/d66,"Mr. Seward to Mr. Adams . No. 55.] Department of State , Washington , August 6, 1861 . Sir : Your despatch, No. 17, of the date of July 19th, has been received. I entirely approve of the letter which you addressed to Lord John Russell, of the 11th, a copy of which accompanied that despatch, and I wait now with impatience, yet not without some solicitude, for the action of the British government upon our propositions which we so early sent forward in good faith, and which by such strange accidents have been so long in reaching the cabinet of Great Britain. I need hardly tell you that the same m",frus1861,d143,https://history.state.gov/historicaldocuments/frus1861/d143,"Mr. Seward to Mr. Dayton . [Confidential] No. 41.] Department of State , Washington , August 17, 1861 . Sir : I send you a copy of a despatch, which is this day sent to Mr Adams, concerning the negotiations with Great Britain for the melioration of international law relating to the rights of neutrals in maritime war. You will, of course, wait in your negotiations, at Paris, until the result of the explanations, which Mr. Adams is instructed to ask, shall have been received and duly considered. There is reason, however, to expect that the delay which thus becomes necessary will be moved for by ",,
31,pre-1900,frus1861,d198,https://history.state.gov/historicaldocuments/frus1861/d198,"Mr. Seward to Mr. Clay . [Extract] No. 8.] Department of State , Washington , July 8, 1861 . Sir : Your despatch No. 3, dated June 7, was duly received, and the intelligence of your safe arrival at your destination afforded us much satisfaction. So also the President is highly gratified with the liberal and friendly sentiments concerning our domestic affairs, expressed to you by Prince Gortchacow. I transmit for your confidential perusal a copy of my last despatch to Mr. Dayton, on the subject of our proposition to accede to the declaration of the congress of Paris. The views it presents will ",frus1861,d139,https://history.state.gov/historicaldocuments/frus1861/d139,"Mr. Seward to Mr. Dayton . [Extract.] No. 30.] Department of State , Washington , July 26, 1861 . Sir : * * * * * * * * The President is not impatient about the negotiations concerning neutral rights. We trust that we have kept our own position right and clear. You will probably find some anxiety on the part of the French government concerning a law which has passed Congress authorizing the President to close the ports held by the insurgents. I send you a copy of my instructions to Mr. Adams on that subject, which you will receive for your own government in that matter. * * * * * * * * * I am,",,
32,pre-1900,frus1861,d73,https://history.state.gov/historicaldocuments/frus1861/d73,"Mr. F. W. Seward to Mr. Adams . No. 74.] Department of State , Washington , August 27, 1861 . Sir : Your despatch of August 8, No. 25, has been received. The account you have given us of the impression made by the reverse of our arms at Manassas does not surprise me. But there are to be very many fluctuations of opinion in Europe concerning our affairs before the Union will be in danger from any source. The Insurgents are exhausting themselves. We are invigorated even by disappointment. To-day the capital is beyond danger, and forces are accumulating and taking on the qualities which will rend",frus1861,d85,https://history.state.gov/historicaldocuments/frus1861/d85,"Mr. Seward to Mr. Adams . [Confidential.] No. 95.] Department of State , Washington , September 25, 1861 . Sir : Your despatch of September 7 (No. 39) has just been received. Your review of the correspondence between us and the British government since you entered upon your mission is quite satisfactory, and we have every reason to be content with the details as with the results. The time which has elapsed since the insurgents made their first unnatural appeal to the sympathies and aid of foreign powers for the overthrow of our government has been sufficient to draw out all their strength and ",,
33,pre-1900,frus1861,d169,https://history.state.gov/historicaldocuments/frus1861/d169,"Mr. Schurz to Mr. Seward . [Extracts.] No. 2.] Legation of the United States , Madrid , July 15, 1861 . Sir : * * * * * * * * * * * * * * * * * * * * * * * * * * * Señor Calderon Collantes then asked me whether the declaration of neutrality on the part of Spain in regard to our domestic troubles was satisfactory to my government. I replied that the government of the United States asked for and expected from foreign powers nothing but to be left to dispose of our domestic controversy as it deemed best. As to the declaration of neutrality on the part of Spain, I had received no expression of opi",frus1861,d181,https://history.state.gov/historicaldocuments/frus1861/d181,"Mr. Schurz to Mr. Seward . [Extract.] No. 27.] Legation of the United States , Madrid , October 9, 1861 . Sir : * * * * * * * * * After having closed our conversation on the Mexican business, I called Mr. Calderon’s attention to a report going through the American and European press that Spain was about to recognize the independence of the Southern Confederacy and to break up the blockade of our southern ports. I added that it was impossible for me to believe that Spain could entertain any such intentions, and inquired whether anything had occurred to give rise to such a rumor. Mr. Calderon re",,
34,pre-1900,frus1861,d267,https://history.state.gov/historicaldocuments/frus1861/d267,"Mr. Seward to Mr. Pike . No. 31.] Department of State , Washington , November 11, 1861 . Sir : Your despatch No. 24, dated October 23, has been received. I learn from it that the government of the Netherlands has made an order which will, it is hoped, practically prevent the recurrence of such countenance and favor to pirates in the ports of that state as we have heretofore complained of. You will express to Baron Zuylen our satisfaction with this proceeding, viewed in that light, but you will be no less explicit in saying that this government by no means assents to the qualifications affectin",frus1861,d265,https://history.state.gov/historicaldocuments/frus1861/d265,"Mr. Seward to Mr. Pike . No. 29.] Department of State , Washington , November 2, 1861 . Sir : Your despatch of October 12 (No. 22) has been received. I learn with much pleasure that you have assurances which, although informal, lead you to expect that a satisfactory course will be adopted by his Majesty’s government in regard to the exclusion of privateers from the ports of the Netherlands. Awaiting with same solicitude more definite information, I am, sir, your obedient servant, WILLIAM H. SEWARD. James S. Pike , Esq., &amp;c., &amp;c., &amp;c.",,
35,interwar,frus1938v01,d335,https://history.state.gov/historicaldocuments/frus1938v01/d335,"852.2221/1260: Telegram The Counselor of Embassy in Spain ( Thurston ) to the Secretary of State Mataro , November 7, 1938—9 a.m. [Received 8:15 p.m.] 1075. My 1074, November 6, 5 p.m. The British Minister informed me last night that no decision has yet been reached regarding the transport by sea of British volunteers although he is recommending that course to the Foreign Office. With respect to the American volunteers, he apparently felt that we might wish to join in a general plan whereunder we presumably would repatriate at that time the Americans, Canadians and Latin Americans to be taken ",frus1938v01,d334,https://history.state.gov/historicaldocuments/frus1938v01/d334,"852.2221/1258: Telegram The Counselor of Embassy in Spain ( Thurston ) to the Secretary of State [ Mataro ,] November 6, 1938—5 p.m. [Received November 7—noon.] 1074. In view of reports that the French authorities were placing difficulties in the way of the repatriation of foreign volunteers through France, I called on Del Vayo November 2 and requested to be informed of the situation in this respect as it affected Americans. The next day I supplemented my oral representations by an urgent telegram. In response I received today the visit of Señor Quero Molares, a former Sub-Secretary of State n",,
36,interwar,frus1938v01,d669,https://history.state.gov/historicaldocuments/frus1938v01/d669,"760F.62/1270: Telegram The Ambassador in France ( Bullitt ) to the Secretary of State Paris , September 28, 1938—6 p.m. [Received September 28—4:14 p.m.] 1636. I have just discussed with Bonnet Hitler’s invitation to Mussolini, Daladier and Chamberlain to meet him at Munich at 2 o’clock tomorrow. Bonnet said that the invitation was issued at 3:15 this afternoon. Daladier had of course accepted at once. He would fly tomorrow morning to Munich and on arrival there would be met by François-Poncet, French Ambassador in Berlin. He, Bonnet, had not been invited to go. Bonnet said that the source of ",frus1938v01,d641,https://history.state.gov/historicaldocuments/frus1938v01/d641,"760F.62/1125: Telegram The Ambassador in France ( Bullitt ) to the Secretary of State Paris , September 26, 1938—8 p.m. [Received September 26—6:25 p.m.] 1601. I have just talked with Bonnet. He said that the conversations with the British had been most satisfactory. The French had taken the line that if German troops should cross the Czechoslovak border France would fulfill her obligations. The British had not attempted to combat this position and had indicated that they would support France immediately with their fleet and air force. The British, however, had expressed a reluctance to introd",,
37,interwar,frus1938v01,d484,https://history.state.gov/historicaldocuments/frus1938v01/d484,"124.63/103b: Telegram The Secretary of State to the Ambassador in Germany ( Wilson ) Washington , April 5, 1938—6 p.m. 34. On March 21, 1938, the following formal note was sent to the German Ambassador: “Excellency: I have the honor to acknowledge the receipt of your notes dated March 14 Note of March 14 not printed, but see memorandum by the Under Secretary of State of a conversation with the German Ambassador, March 14, p. 442 . and March 16, 1938, Not printed. respectively, quoting a German law of March 13, 1938 and referring to the status of the Austrian Minister and the Austrian Legation ",frus1938v01,d473,https://history.state.gov/historicaldocuments/frus1938v01/d473,"701.6311/390b: Telegram The Secretary of State to the Ambassador in Germany ( Wilson ) The same telegram was sent on the same day to the Chargé in Austria as No. 41. Washington , March 19, 1938—3 p.m. 27. For your information. The following statement was made to the press by the Department on March 19, 1938: Department of State, Press Releases , March 19, 1938, p. 375. “On March 17, 1938, the Minister of the Republic of Austria, Mr. Edgar Prochnik, informed the Department of State that, as a result of the developments which have occurred in Austria, that country has ceased to exist as an indep",,
38,interwar,frus1938v01,d14,https://history.state.gov/historicaldocuments/frus1938v01/d14,"863.00/1471: Telegram The Chargé in France ( Wilson ) to the Secretary of State Paris , March 14, 1938—7 p.m. [Received 9:30 p.m.] 403. I had an hour’s talk with Léger this afternoon. He set forth the French position in the Austrian crisis See pp. 384 ff. as follows: The French Government had no objection [ obligation? ] legal or moral to go to the assistance of Austria. For reasons of general security in Europe, however, and to prevent a situation which would make the defense of Czechoslovakia more difficult the French Government was prepared to go to any limit even to the extreme of war to d",frus1938v01,d424,https://history.state.gov/historicaldocuments/frus1938v01/d424,"762.63/541 The Minister in Czechoslovakia ( Carr ) to the Secretary of State No. 93 Prague , March 2, 1938 . [Received March 19.] Sir : In my telegram No. 18 of February 26, 12 noon, 1938, Not printed. I reported the substance of an interview which Mr. Chapin Vinton Chapin, Second Secretary of Legation. and I had with the Minister of Foreign Affairs, Dr. Krofta, in relation to the Central European situation and particularly the effect of the German-Austrian relations, the Cabinet crisis in England and the speech of Hitler upon governmental and public opinion in Prague. Night before last, Febru",,
39,interwar,frus1938v01,d176,https://history.state.gov/historicaldocuments/frus1938v01/d176,"852.00/8171: Telegram The Ambassador in Italy ( Phillips ) to the Secretary of State Rome , June 29, 1938—noon . [Received June 29—8:50 a.m.] 160. My telegram 134, June 6, 1 p.m. Perth called on Ciano yesterday and unofficially sought to impress upon him the extremely unfavorable effect continued bombing of British vessels was having on public opinion in Great Britain. He did not mention the Anglo-Italian Agreement Signed at Rome, April 16, 1938, League of Nations Treaty Series, vol. cxcv , p. 77. but from what he has told me of his conversation it is evident that Ciano could only have inferre",frus1938v01,d159,https://history.state.gov/historicaldocuments/frus1938v01/d159,"852.00/8040: Telegram The Ambassador in Italy ( Phillips ) to the Secretary of State Rome , June 6, 1938—1 p.m. [Received 3:45 p.m.] 134. I am informed by the British Ambassador that he recently received instructions to call upon Count Ciano to express the unfortunate effect which the promiscuous bombing of unfortified towns and civilian populations as well as of British merchant vessels is having upon the British Government and public and that he had requested Count Ciano to do everything he could to prevent a repetition of this aerial method of warfare. Count Ciano had replied that these wer",,
40,interwar,frus1938v01,d434,https://history.state.gov/historicaldocuments/frus1938v01/d434,"762.63/520: Telegram The Chargé in Austria ( Wiley ) to the Secretary of State Vienna , March 11, 1938—6 p.m. [Received March 11—3:15 p.m.] 62. British Minister instructed by his Government that it informed Ribbentrop today of serious impression which would be created in England by such direct interference in internal affairs of Austria as foreseen by German ultimatum. Ribbentrop’s attitude not encouraging but he consented to telephone Berlin. The British Minister was cautioned by his Government against accepting any responsibility for Schuschnigg’s decision. French Minister has so far receive",frus1938v01,d444,https://history.state.gov/historicaldocuments/frus1938v01/d444,"863.00/1426: Telegram The Chargé in Austria ( Wiley ) to the Secretary of State Vienna , March 12, 1938—2 p.m. [Received March 12—11:30 a.m.] 72. British and French Ministers believe since Miklas still nominally President they should recognize new government. French Minister states that Schuschnigg, Hornbostel and others are under guard and that he has found it impossible to communicate with them. Ward Price Correspondent of London Daily Mail. interviewed Seyss-Inquart who told him that Austrian “independence” would be maintained and that he formed his government freely of “reasonable and mode",,
41,interwar,frus1938v01,d317,https://history.state.gov/historicaldocuments/frus1938v01/d317,"852.2221/1185a: Telegram The Secretary of State to the Ambassador in France ( Bullitt ) Washington , September 28, 1938—5 p.m. 714. Friends of the Abraham Lincoln Brigade inform us that French refuse to permit entry into France of members of the International Brigade now being discharged in conformity with Negrín’s announcement to the League and that Amariglio will communicate with the Embassy in this regard. Please report by telegraph regarding this situation. Hull",frus1938v01,d330,https://history.state.gov/historicaldocuments/frus1938v01/d330,"852.2221/1246a: Telegram The Secretary of State to the Chargé in France ( Wilson ) Washington , November 1, 1938—7 p.m. 826. At request of David MeKelvey White of Friends of Abraham Lincoln Brigade, please report circumstances of and basic reason for reported action of French authorities in refusing admission to group of wounded Americans from Spain. Hull",,
42,interwar,frus1938v01,d458,https://history.state.gov/historicaldocuments/frus1938v01/d458,"863.00/1469: Telegram The Ambassador in Germany ( Wilson ) to the Secretary of State Berlin , March 14, 1938—4 p.m. [Received March 14—2:30 p.m.] 124. Inquiry at the Foreign Office reveals that Ribbentrop and Weizsaecker are departing by plane this afternoon for Vienna in order to discuss with the Austrian authorities a number of questions involving an ambassador, the status of foreign missions in Vienna and that of Austrian missions abroad. There will also be numerous and difficult questions of treaty relationships of third nations to Austria. No formal attitude has yet been worked out but Fo",frus1938v01,d471,https://history.state.gov/historicaldocuments/frus1938v01/d471,"863.00/1528: Telegram The Chargé in Austria ( Wiley ) to the Secretary of State Vienna , March 18, 1938—3 p.m. [Received March 18—12:20 p.m.] 111. Numerous laws and regulations affecting Austria announced Berlin which I suppose Embassy is reporting. British Minister telephoned from London. He confidentially informed British Chargé d’Affaires that a Consul General would arrive about April 15th. French Legation doubtful whether French Minister will return. Nuncio has had no instructions and has not been able to establish relations with anyone. States Germans seem to have adopted certain conditio",,
43,interwar,frus1938v01,d727,https://history.state.gov/historicaldocuments/frus1938v01/d727,"840.48 Refugees/409: Telegram The Chargé in Luxemburg ( Waller ) to the Secretary of State Luxemburg , June 27, 1938—noon . [Received June 27—9 a.m.] 16. I have strongest reason to believe that the Grand Ducal Government, having a refugee problem of its own and lying on German frontier, desirous of cooperating in refugee questions, would welcome an invitation to be represented at meeting at Evian on July 6. Please instruct. Waller",frus1938v01,d729,https://history.state.gov/historicaldocuments/frus1938v01/d729,"840.48 Refugees/409: Telegram The Secretary of State to the Chargé in Luxemburg ( Waller ) Washington , June 28, 1938—7 p.m. 2. Your 16, June 27, noon. Invitations to attend the Evian meeting were extended only to those countries which offered some reasonable possibility of accepting a substantial number of immigrants. Inasmuch as Luxemburg can not be considered in that category we consider it impracticable to extend an invitation, at least at the present stage of proceedings. Hull",,
44,interwar,frus1938v01,d12,https://history.state.gov/historicaldocuments/frus1938v01/d12,"793.94119/401½ Memorandum of Conversation, by the Under Secretary of State ( Welles ) [Extract] [ Washington ,] March 3, 1938 . The British Ambassador called to see me this morning and left with me for purposes of information copies of confidential instructions that had been sent by Mr. Eden to Sir Robert Craigie, the British Ambassador in Tokyo, under dates of February 4 and February 15. These instructions had to do in part with the possibility of good offices being extended in the Chinese-Japanese hostilities by Great Britain and by the United States See aide-mémoire from the British Embassy",frus1938v01,d79,https://history.state.gov/historicaldocuments/frus1938v01/d79,"740.00/290½ Memorandum of Conversation, by the Under Secretary of State ( Welles ) [Extract] [ Washington ,] February 9, 1938 . The British Ambassador called to see me this afternoon at my request. I told him that in a conversation which I had had with the President this morning the President had asked me to say to the British Ambassador, for the information of his Government, that the President had further delayed taking the action envisaged in the plan which he had discussed with the British Government because of the recent acute situation which had developed in Germany and that until that s",,
45,interwar,frus1938v01,d638,https://history.state.gov/historicaldocuments/frus1938v01/d638,"760F.62/1101: Telegram The British Prime Minister ( Chamberlain ) to the Secretary of State Before the telegram was received, the text had been telephoned by Mr. Eastwood of the British Foreign Office to Mr. Moffat, Chief of the Division of European Affairs, and a copy taken to the President by the Under Secretary of State. London , September 26, 1938 . [Received 12:25 p.m.] Please convey following message to President: His Majesty’s Government hail with gratitude the weighty message that the President of the United States has addressed to them and to certain other Governments in this critical",frus1938v01,d637,https://history.state.gov/historicaldocuments/frus1938v01/d637,"760F.62/1102: Telegram The Ambassador in the United Kingdom ( Kennedy ) to the Secretary of State London , September 26, 1938—4 p.m. [Received September 26—11:35 a.m.] 1030. I have just talked with Halifax. He gave me two items of great secrecy. The first is that Chamberlain definitely promised Daladier that if the French go to war the English will definitely go with them. This is the first definite assurance they have given the French. The second item is that they have sent a very vigorous note to Warsaw telling them not to try and get any more from the Czechs than Beneš has advised them he i",,
46,interwar,frus1938v01,d939,https://history.state.gov/historicaldocuments/frus1938v01/d939,"031.11 Ellsworth Antarctic Expedition/93: Telegram The Secretary of State to the Consul at Capetown ( Denby ) Washington , October 22, 1938—11 a.m. The air mail despatch Despatch No. 200, October 1, not printed. referred to in your telegram of October 14, 9 a.m. Not printed. has not yet been received. Please inform Ellsworth that the Department greatly appreciates his indication of his willingness to cooperate in carrying out the suggestions set forth in the Department’s instruction of August 30, but because of the highly confidential nature of that instruction and the Department’s desire to a",frus1938v01,d940,https://history.state.gov/historicaldocuments/frus1938v01/d940,"031.11 Ellsworth Antarctic Expedition/95 The Vice Consul at Capetown ( Richards ) to the Secretary of State No. 211 Capetown , November 7, 1938 . [Received December 7.] Sir : I have the honor to refer to the Department’s telegraphic instruction of October 22, 1938, and to previous correspondence relative to the Lincoln Ellsworth Expedition to the Antarctic and to report the results of Mr. Ellsworth’s last few visits to the Consulate General. Acting upon the authorization contained therein, Mr. Ellsworth was fully acquainted with the context of the Department’s telegram of October 22, 1938, and",,
47,interwar,frus1938v01,d482,https://history.state.gov/historicaldocuments/frus1938v01/d482,"863.00/1698 The Ambassador in Germany ( Wilson ) to the Secretary of State No. 56 Berlin , March 30, 1938 . [Received April 13.] Sir : I am transmitting herewith a memorandum entitled “Austrian Development—Information and Opinion” prepared by Mr. Gilbert, Counselor of Embassy. Mr. Gilbert has compiled this memorandum from a number of conversations which he, I and others in the Embassy have held and has endeavored, I think most successfully, to give a picture of opinion here. I commend this memorandum to the Department’s attention and am sure that it will be found interesting. Respectfully your",frus1938v01,d7,https://history.state.gov/historicaldocuments/frus1938v01/d7,"762.63/489½ Memorandum by the Assistant Secretary of State ( Messersmith ) to the Secretary of State Transmitted to President Roosevelt by the Secretary of State; photostatic copy obtained from the Franklin D. Roosevelt Library, Hyde Park, N. Y. [ Washington ,] February 18, 1938 . It occurs to me that you may be interested to have my reactions on the recent developments in Austria and particularly as to how they may affect the general situation. I believe it is still too early to determine what the ultimate effect of recent events may be but I can only see the general situation as further dete",,
48,interwar,frus1938v01,d816,https://history.state.gov/historicaldocuments/frus1938v01/d816,"840.48 Refugees/999: Telegram The Chargé in Germany ( Gilbert ) to the Secretary of State Berlin , November 28, 1938—5 p.m. [Received November 28—2:45 p.m.] 664. My 656, November 25, 5 p.m., second paragraph. Not printed; the pertinent passage reads: “I have asked for an appointment with Ribbentrop but at the moment no time has yet been set.” (840.48 Refugees/984) Ribbentrop’s office asked me this morning if in view of the Foreign Minister’s occupation with his Paris visit I would see Woermann instead. As I must naturally comply with such a request I saw Woermann at noon today. He remarked at ",frus1938v01,d777,https://history.state.gov/historicaldocuments/frus1938v01/d777,"840.48 Refugees/829: Telegram The Ambassador in Germany ( Wilson ) to the Secretary of State Berlin , October 18, 1938—5 p.m. [Received October 18—2:06 p.m.] 555. My 549, October 15, 11 a.m. Ribbentrop as usual is out of town having been almost continuously absent from Berlin since July 1st; I therefore called on Weizsaecker and presented the matter of Rublee’s visit orally along the lines suggested in your 179. As stated in my 549, I left a memorandum. Henderson also called this morning separately also leaving memorandum. I have not been able to check with François-Poncet as he is in Berchtes",,
49,interwar,frus1938v01,d710,https://history.state.gov/historicaldocuments/frus1938v01/d710,"760F.62151/8: Telegram The Minister in Czechoslovakia ( Carr ) to the Secretary of State Praha , November 7, 1938—5 p.m. [Received November 7—2:50 p.m.] 326. Department’s telegram No. 99, November 3, 7 p.m. Not printed. As far as I can ascertain the situation with respect to the cession of territory is as follows: During the month of September negotiations between Czechoslovakia and certain other countries resulted in an agreement in principle on the part of the Czechoslovak Government to cede to Germany certain portions of its territory. At the Munich Conference four foreign governments reach",frus1938v01,d682,https://history.state.gov/historicaldocuments/frus1938v01/d682,"760F.62/1342: Telegram The Minister in Czechoslovakia ( Carr ) to the Secretary of State Praha , September 30, 1938—1 p.m. [Received September 30—11:10 a.m.] 262. Text of Munich Agreement Signed September 29 between Germany, the United Kingdom, France, and Italy; British Documents , 3d ser., vol. ii , doc. No. 1224, p. 627, or German Documents , ser. D, vol. ii , doc. No. 675, p. 1014. delivered to Minister of Foreign Affairs by German Chargé d’Affaires at 6 o’clock this morning. The Government is now in session considering course to be taken. The Department was informed 2 hours later in teleg",,
50,interwar,frus1938v01,d56,https://history.state.gov/historicaldocuments/frus1938v01/d56,"740.00/486: Telegram The Chargé in France ( Wilson ) to the Secretary of State [Extract] Paris , October 5, 1938—6 p.m. [Received October 5—3 p.m.] 1699. Rochat, Chief of the European Division of the Foreign Office, has just confirmed to me that François-Poncet will be the new French Ambassador to Rome and that he will proceed there very shortly. . . . . . . . . . . . . . . When I congratulated Rochat upon his participation in the Munich conference he replied that congratulations were hardly in order and that there was nothing very glorious for France in what had taken place recently in Centra",frus1938v01,d205,https://history.state.gov/historicaldocuments/frus1938v01/d205,"740.00/485: Telegram The Ambassador in Italy ( Phillips ) to the Secretary of State Rome , October 5, 1938—1 p.m. [Received October 5—9:05 a.m.] 283. This morning’s announcement from Paris of the decision of the French Government to recognize the Italian Empire and to appoint an Ambassador to Rome has been given great prominence in this morning’s press. During my call upon Count Ciano this morning he expressed much satisfaction and said that the new French Ambassador would be François-Poncet. Negotiations are now in progress between the British Embassy here and the Italian Foreign Office with ",,
51,interwar,frus1938v01,d677,https://history.state.gov/historicaldocuments/frus1938v01/d677,"760F.62/1306: Telegram The Ambassador in France ( Bullitt ) to the Secretary of State Paris , September 29, 1938—6 p.m. [Received September 29—2:10 p.m.] 1647. Bonnet has just informed me the luncheon at Munich passed off in a spirit of general gaiety and conciliation. There is as yet no news about the meeting at 4 o’clock. Bullitt",frus1938v01,d666,https://history.state.gov/historicaldocuments/frus1938v01/d666,"760F.62/1199: Telegram The Ambassador in France ( Bullitt ) to the Secretary of State Paris , September 28, 1938—4 p.m. [Received September 28—11:15 a.m.] 1626. I am informed by the Foreign Office that Mussolini has invited Hitler, Daladier and Chamberlain to meet him in Munich. Bullitt",,
52,interwar,frus1938v01,d375,https://history.state.gov/historicaldocuments/frus1938v01/d375,"852.00/8623 The Consul at Seville ( Bay ) to the Secretary of State No. 360 Seville , October 18, 1938 . [Received November 14.] Sir : I have the honor to inform the Department that recently the press published a detailed list of foreign war material which it stated had been captured up to July 31, 1938. The list gave material by countries of origin, beginning with Russia, France, English and Mexican, and lastly included the United States. The following is a translation of the American material so listed:— Armored cars 17 Rifles 3,480 Field guns 38 Projectiles 11,700 Machine guns 680 In a conv",frus1938v01,d376,https://history.state.gov/historicaldocuments/frus1938v01/d376,"852.00/8747 The Acting Secretary of State to the Consul at Seville ( Bay ) No. 45 Washington , December 23, 1938 . The Acting Secretary of State refers to the Consulate’s despatch no. 360 of October 18, 1938, in regard to a quantity of war material, allegedly of American origin, stated by the Spanish Nationalist authorities to have been captured from the Spanish Government forces. The Department of State and the War Department have made a careful study of the memoranda supplied the Consulate by General Queipo de Llano and have come to the conclusion that it is extremely unlikely that any of th",,
53,interwar,frus1938v01,d828,https://history.state.gov/historicaldocuments/frus1938v01/d828,"840.48 Refugees/1048: Telegram The Ambassador in the United Kingdom ( Kennedy ) to the Secretary of State London , December 6, 1938—3 p.m. [Received December 6—11:55 a.m.] 1396. From Rublee. Your 732, November 30, 7 p.m. We immediately urged upon the German intermediary, who is arranging the meeting at Brussels on Thursday, December 8. the possibility of having a British financial expert accompany Pell. He has now replied that his principals would rather call off the meeting than have a British representative present. They are prepared to make a business proposition to Pell as Assistant Direct",frus1938v01,d834,https://history.state.gov/historicaldocuments/frus1938v01/d834,"840.48 Refugees/1058: Telegram The Ambassador in the United Kingdom ( Kennedy ) to the Secretary of State London , December 7, 1938—3 p.m. [Received December 7—11:55 a.m.] 1403. From Rublee. We have been informed that the Brussels meeting with Pell and Cotton tomorrow has been canceled. Preliminary information received through our German intermediary here is that there were too many cooks; that the French had taken up the general problem and specific financial points with Ribbentrop; and that the latter had been obliged to take a position. [Rublee.] Kennedy",,
54,interwar,frus1938v01,d941,https://history.state.gov/historicaldocuments/frus1938v01/d941,"031.11 Ellsworth Antarctic Expedition/98: Telegram The Consul General at Sydney ( Wilson ) to the Secretary of State [Extract] Sydney , February 22, 1939—4 p.m. [Received February 22—6:46 a.m.] Reference the Department’s telegram dated February 17, 1 p.m. Not printed. 1. Owing to stormy and unfavorable conditions Lincoln Ellsworth tells me that he did not touch or see Heard Island. After leaving latitude 70 he dropped from his airplane a copper tube containing an American flag and the following statement: “Having flown on a direct course from latitude 68.30 south longitude 79 east to latitude ",frus1938v01,d938,https://history.state.gov/historicaldocuments/frus1938v01/d938,"031.11 Ellsworth Antarctic Expedition/89 The Secretary of State to the Consul at Capetown ( Denby ) Washington , August 30, 1938 . Sir : Mr. Lincoln Ellsworth is planning to make another expedition to the Antarctic and his vessel, the Wyatt Earp is now en route to Capetown. Mr. Joseph Ulmer, brother of Mrs. Ellsworth, visited the Department in June and indicated that Mr. Ellsworth would be interested in making claims to new territory in the Antarctic on behalf of the United States if it were desired that he do so. Mr. Ulmer implied that if the Department were to make suggestions as to the area",,
55,interwar,frus1938v01,d294,https://history.state.gov/historicaldocuments/frus1938v01/d294,"852.2221/997: Telegram The Ambassador in France ( Bullitt ) to the Secretary of State Paris , July 5, 1938—1 p.m. [Received 3:56 p.m.] 1058. Your 433, July 1, 8 p.m. We have discussed informally with an official of Foreign Office the question of the return of further American volunteers from Spain. Foreign Office advised of Amariglio’s presence in Barcelona. Official consulted believed it possible to authorize immediate passage through France of most urgent cases of American volunteers now awaiting repatriation on the guarantee of payment of expenses by Amariglio and his organization. It was m",frus1938v01,d293,https://history.state.gov/historicaldocuments/frus1938v01/d293,"852.2221/988: Telegram The Secretary of State to the Ambassador in France ( Bullitt ) Washington , July 1, 1938—8 p.m. 433. Reference telegram of June 30, 5 p.m. from Consulate General at Barcelona regarding traveling and maintenance expenses of American volunteers passing through France from Spain. We suggest Amariglio may be able to make some arrangement in this connection. In the absence of appropriated funds for repatriation of stranded Americans abroad we do not see how our Consulate at Marseille could give suggested assurances. Please repeat to Consulates at Barcelona and Marseille and k",,
56,interwar,frus1938v01,d117,https://history.state.gov/historicaldocuments/frus1938v01/d117,"852.00/7581: Telegram The Ambassador in Italy ( Phillips ) to the Secretary of State Rome , March 23, 1938—noon . [Received March 23—8:55 a.m.] 71. Under instructions from his Government the British Ambassador has pointed out to Count Ciano Galeazzo Ciano, Italian Minister for Foreign Affairs. the deplorable effect upon world public opinion and the danger to the continuance of the policy of non-intervention which the aerial bombardment of Barcelona is creating. While at first Ciano replied that the Italian Government had no control over the actions of General Franco’s army he is said to have b",frus1938v01,d118,https://history.state.gov/historicaldocuments/frus1938v01/d118,"852.00/7603: Telegram The Ambassador in Italy ( Phillips ) to the Secretary of State Rome , March 25, 1938—11 a.m. [Received March 25—10:30 a.m.] 73. In the course of my conversation with the Foreign Minister yesterday I mentioned the Secretary of State’s press statement showing the attitude of the American Government with regard to the recent bombing of Barcelona. Ciano argued that there were two points in regard to Barcelona which should be borne in mind: one, it was not an “open” city, it was not only the center of the “Red” Government but also the center of large military supplies, men, an",,
